timestamp,NOx,O3,SO2,NH3,PM2.5,PM10,NO,NO2,CO
2022-04-24 10:00:00,77.78,168.8,9.42,7.35,79.64,182.49,38.69,39.07,1.42
2022-04-24 11:00:00,68.49,165.94,11.44,7.98,27.16,149.2,33.13,35.34,1.19
2022-04-24 12:00:00,60.34,154.5,12.76,8.74,21.01,104.78,28.63,31.7,0.87
2022-04-24 13:00:00,54.03,140.19,19.79,11.27,24.12,96.52,25.81,28.22,1.07
2022-04-24 14:00:00,49.63,125.89,25.99,15.07,21.51,104.85,22.62,27.01,1.11
2022-04-24 15:00:00,47.73,117.3,28.13,18.24,27.3,108.79,19.67,28.06,1.04
2022-04-24 16:00:00,48.6,108.72,30.52,21.03,27.14,100.09,17.53,31.07,1.03
2022-04-24 17:00:00,53.91,97.27,31.95,23.81,41.2,105.47,17.3,36.61,1.07
2022-04-24 18:00:00,61.01,92.98,30.52,23.81,44.86,92.46,19.55,41.46,1.15
2022-04-24 19:00:00,56.72,95.84,29.56,22.04,65.78,99.59,17.43,39.31,1.3
2022-04-24 20:00:00,60.4,98.71,36.72,22.29,84.44,118.55,19.65,40.76,1.46
2022-04-24 21:00:00,61.37,101.57,43.39,22.8,97.42,172.77,20.58,40.8,1.52
2022-04-24 22:00:00,62.06,90.12,48.16,23.05,104.46,183.33,21.15,40.9,1.47
2022-04-24 23:00:00,56.48,69.38,52.45,24.07,113.78,186.53,19.25,37.22,1.38
2022-04-25 00:00:00,55.94,46.49,57.22,25.59,106.39,173.73,21.3,34.63,1.38
2022-04-25 01:00:00,51.56,16.99,64.85,32.93,115.44,186.95,18.82,32.75,1.41
2022-04-25 02:00:00,49.75,9.03,80.11,45.6,151.92,187.51,16.93,32.8,1.22
2022-04-25 03:00:00,45.45,33.62,85.83,48.64,125.0,170.77,15.54,29.9,1.25
2022-04-25 04:00:00,55.98,141.62,82.02,29.89,121.63,186.62,22.9,33.13,1.01
2022-04-25 05:00:00,74.95,226.02,79.15,27.87,126.43,208.75,36.07,38.86,1.45
2022-04-25 06:00:00,62.68,306.13,67.71,25.59,142.61,217.41,24.8,37.87,1.12
2022-04-25 07:00:00,66.65,208.85,19.55,10.26,146.36,229.42,29.25,37.41,0.75
2022-04-25 08:00:00,68.2,183.11,13.83,7.66,196.13,296.87,29.55,38.66,1.33
2022-04-25 09:00:00,68.42,178.81,13.47,7.09,140.98,238.53,28.16,40.25,1.67
2022-04-25 10:00:00,54.92,170.23,13.47,6.97,82.62,160.96,19.04,35.86,1.4
2022-04-25 11:00:00,42.77,158.79,14.42,7.47,66.68,100.14,14.25,28.52,1.14
2022-04-25 12:00:00,44.3,148.77,15.02,8.36,34.06,83.54,14.96,29.35,1.16
2022-04-25 13:00:00,46.77,131.61,28.37,13.55,42.27,98.68,15.96,30.81,1.07
2022-04-25 14:00:00,38.55,111.58,39.1,19.76,36.88,113.9,13.91,24.64,0.79
2022-04-25 15:00:00,36.69,97.27,43.87,24.32,35.82,120.06,13.76,22.94,0.85
2022-04-25 16:00:00,43.17,82.97,53.41,29.13,26.57,98.62,13.94,29.23,0.99
2022-04-25 17:00:00,50.15,66.52,64.85,33.44,35.15,100.03,15.5,34.65,0.99
2022-04-25 18:00:00,58.11,55.07,67.71,31.66,45.23,368.5,20.58,37.53,1.08
2022-04-25 19:00:00,45.79,24.68,70.57,28.37,63.18,297.45,17.4,28.38,0.92
2022-04-25 20:00:00,41.43,4.25,79.15,28.12,49.82,196.49,16.92,24.51,0.85
2022-04-25 21:00:00,45.96,0.78,86.78,28.63,38.69,109.66,19.8,26.17,0.87
2022-04-25 22:00:00,34.98,0.27,94.41,30.91,105.47,550.81,14.04,20.94,0.56
2022-04-25 23:00:00,54.66,0.04,103.0,38.0,48.16,104.44,23.84,30.86,0.31
2022-04-26 00:00:00,96.2,0.0,117.3,53.2,36.28,69.84,58.0,38.26,0.83
2022-04-26 01:00:00,141.98,0.14,139.24,81.06,56.52,172.21,100.36,41.55,1.31
2022-04-26 02:00:00,81.58,2.66,171.66,119.57,47.16,136.23,47.72,33.81,1.03
2022-04-26 03:00:00,84.12,11.09,185.01,122.61,34.04,83.27,49.02,35.15,1.0
2022-04-26 04:00:00,72.23,123.02,123.98,43.06,33.85,80.37,41.9,30.29,0.64
2022-04-26 05:00:00,93.28,243.19,107.77,36.98,39.27,80.0,62.05,31.28,1.4
2022-04-26 06:00:00,143.68,340.46,89.65,32.42,51.44,109.81,109.17,34.53,1.9
2022-04-26 07:00:00,101.36,217.44,25.51,10.77,43.73,102.53,66.25,35.06,1.52
2022-04-26 08:00:00,104.82,188.83,16.69,7.6,68.69,350.47,64.88,39.93,1.56
2022-04-26 09:00:00,77.67,181.67,15.26,7.09,59.12,275.18,42.55,35.1,1.41
2022-04-26 10:00:00,68.68,175.95,14.78,7.09,70.56,148.48,30.47,38.19,1.42
2022-04-26 11:00:00,61.94,171.66,16.21,7.6,121.28,131.72,23.7,38.24,1.36
2022-04-26 12:00:00,55.71,161.65,17.64,8.23,106.94,133.55,19.33,36.37,1.24
2022-04-26 13:00:00,46.53,135.9,30.28,12.29,71.98,109.91,16.98,29.55,1.18
2022-04-26 14:00:00,43.57,114.44,40.53,17.23,53.35,114.14,15.54,28.02,0.99
2022-04-26 15:00:00,41.73,113.01,41.96,19.51,60.67,147.24,15.34,26.4,1.02
2022-04-26 16:00:00,46.04,113.01,44.82,22.55,46.65,152.18,15.83,30.21,0.98
2022-04-26 17:00:00,51.31,110.15,48.64,26.35,45.23,144.59,17.86,33.46,1.04
2022-04-26 18:00:00,63.06,115.87,48.16,24.83,48.7,144.72,24.53,38.53,1.22
2022-04-26 19:00:00,66.17,87.98,55.31,23.05,63.33,179.68,26.15,40.02,1.43
2022-04-26 20:00:00,99.54,50.07,69.62,24.83,69.77,377.96,51.41,48.2,1.91
2022-04-26 21:00:00,243.26,25.03,81.06,27.36,64.08,832.11,184.54,58.95,3.17
2022-04-26 22:00:00,425.27,8.58,87.74,30.65,117.48,495.75,352.22,73.24,4.9
2022-04-26 23:00:00,464.48,1.18,89.65,32.42,187.08,442.46,404.01,77.35,5.08
2022-04-27 00:00:00,377.28,0.08,85.83,34.45,207.87,436.9,310.09,66.97,2.46
2022-04-27 01:00:00,278.89,0.16,88.69,42.56,175.83,375.1,223.89,54.95,1.29
2022-04-27 02:00:00,267.11,2.95,112.53,59.78,156.84,294.13,216.17,50.93,2.64
2022-04-27 03:00:00,195.35,13.23,125.89,66.88,194.56,363.4,153.47,41.84,2.08
2022-04-27 04:00:00,203.22,140.19,101.09,39.01,189.88,317.96,162.21,41.0,1.93
2022-04-27 05:00:00,221.67,283.24,105.86,39.01,179.23,324.5,179.67,41.99,2.23
2022-04-27 06:00:00,212.2,446.32,102.04,39.01,235.62,368.51,171.71,40.49,2.58
2022-04-27 07:00:00,173.22,243.19,28.61,10.77,254.7,385.62,127.05,46.1,2.47
2022-04-27 08:00:00,152.51,205.99,17.88,7.6,272.36,397.98,100.39,52.09,2.34
2022-04-27 09:00:00,119.99,197.41,16.21,7.41,177.02,338.64,73.71,46.26,1.8
2022-04-27 10:00:00,99.2,194.55,18.12,8.11,330.72,194.93,58.01,41.17,1.35
2022-04-27 11:00:00,84.57,188.83,23.84,9.75,665.08,112.29,48.36,36.2,1.14
2022-04-27 12:00:00,74.33,174.52,27.66,11.27,264.83,95.82,39.99,34.32,1.14
2022-04-27 13:00:00,66.06,140.19,38.15,16.97,102.09,95.07,33.64,32.41,1.0
2022-04-27 14:00:00,66.47,100.14,48.16,25.08,75.76,82.18,29.69,36.77,1.04
2022-04-27 15:00:00,57.52,81.54,49.11,30.15,67.88,79.73,24.48,33.04,1.02
2022-04-27 16:00:00,55.59,70.1,50.07,33.94,60.14,75.89,21.34,34.24,0.97
2022-04-27 17:00:00,63.83,65.09,52.45,35.97,64.1,78.79,23.06,40.78,0.96
2022-04-27 18:00:00,80.81,68.66,49.59,32.93,73.29,102.96,31.44,49.38,1.11
2022-04-27 19:00:00,88.74,72.24,44.82,27.36,82.85,124.55,36.24,52.52,1.19
2022-04-27 20:00:00,115.11,66.52,47.21,26.6,120.39,162.48,62.05,53.14,1.67
2022-04-27 21:00:00,194.55,58.65,51.98,27.11,153.9,217.11,138.95,55.59,2.62
2022-04-27 22:00:00,170.5,42.56,58.65,27.61,181.17,277.21,116.44,54.11,2.36
2022-04-27 23:00:00,276.13,20.03,65.8,27.87,257.15,399.56,216.86,59.43,3.14
2022-04-28 00:00:00,275.81,2.73,70.57,29.64,343.54,501.31,216.95,58.82,3.11
2022-04-28 01:00:00,288.6,0.16,82.97,39.01,343.44,508.51,232.7,55.85,3.07
2022-04-28 02:00:00,194.25,2.28,109.67,57.76,315.97,491.82,145.48,48.69,2.5
2022-04-28 03:00:00,176.39,10.19,115.39,61.81,341.09,424.45,132.75,43.64,2.51
2022-04-28 04:00:00,188.89,137.33,63.9,31.92,320.58,444.25,145.94,43.01,2.56
2022-04-28 05:00:00,190.11,237.46,67.71,29.13,223.99,366.45,146.0,44.02,2.46
2022-04-28 06:00:00,162.03,351.91,74.39,26.35,161.02,242.55,117.52,44.51,2.07
2022-04-28 07:00:00,167.01,266.08,28.37,12.16,151.94,217.14,122.25,44.77,2.17
2022-04-28 08:00:00,135.32,226.02,20.74,9.12,146.0,220.41,92.27,42.97,1.92
2022-04-28 09:00:00,119.14,217.44,19.79,8.49,142.24,211.75,70.75,48.39,1.87
2022-04-28 10:00:00,101.7,211.72,28.37,9.88,115.01,183.22,55.46,46.22,1.6
2022-04-28 11:00:00,88.18,214.58,42.44,13.3,90.7,142.95,46.48,41.69,1.5
2022-04-28 12:00:00,71.42,197.41,49.11,16.09,90.89,143.31,34.77,36.63,1.34
2022-04-28 13:00:00,63.76,153.06,58.65,22.55,80.19,130.76,28.57,35.18,1.34
2022-04-28 14:00:00,60.3,100.14,65.8,29.64,63.83,103.26,26.19,34.11,1.25
2022-04-28 15:00:00,55.49,77.96,65.8,31.66,55.93,110.06,22.09,33.4,1.22
2022-04-28 16:00:00,52.83,39.7,82.02,41.54,65.94,104.9,20.92,31.91,1.21
2022-04-28 17:00:00,63.88,3.76,103.95,50.66,54.34,101.83,24.13,39.75,1.27
2022-04-28 18:00:00,94.46,0.04,100.14,45.09,64.22,99.44,48.76,45.75,1.5
2022-04-28 19:00:00,99.07,0.02,78.2,32.42,85.51,118.59,54.57,44.49,1.64
2022-04-28 20:00:00,211.97,0.01,72.48,29.64,123.89,192.92,161.11,50.95,2.71
2022-04-28 21:00:00,170.22,0.0,75.34,30.91,171.0,273.98,123.11,47.17,2.58
2022-04-28 22:00:00,298.81,0.0,74.39,31.66,220.51,337.31,241.54,57.43,4.11
2022-04-28 23:00:00,223.83,0.01,67.71,29.13,296.71,464.64,173.51,50.15,3.46
2022-04-29 00:00:00,186.18,0.26,58.17,26.85,233.59,348.36,144.41,41.83,2.99
2022-04-29 01:00:00,217.22,42.2,40.05,23.81,156.13,257.62,176.12,41.06,2.97
2022-04-29 02:00:00,236.13,30.4,50.54,32.42,206.94,272.94,194.33,41.73,3.03
2022-04-29 03:00:00,139.95,46.49,63.9,40.53,227.15,308.11,107.45,32.49,2.39
2022-04-29 04:00:00,154.77,160.22,73.43,35.97,214.84,303.47,122.08,32.7,2.36
2022-04-29 05:00:00,142.56,294.69,72.48,33.94,176.05,253.47,111.37,31.2,2.08
2022-04-29 06:00:00,138.33,383.38,61.99,29.64,116.36,175.5,107.79,30.51,1.94
2022-04-29 07:00:00,120.87,208.85,19.79,6.33,83.6,136.31,91.61,29.23,1.7
2022-04-29 08:00:00,106.72,171.66,13.47,3.99,64.68,124.2,77.91,28.79,1.62
2022-04-29 09:00:00,99.51,168.8,12.64,4.12,84.76,149.96,67.93,31.56,1.55
2022-04-29 10:00:00,78.01,173.09,16.45,5.19,77.05,129.61,49.83,28.17,1.38
2022-04-29 11:00:00,68.76,173.09,21.93,6.84,75.52,125.11,39.98,28.78,1.33
2022-04-29 12:00:00,63.19,154.5,24.8,8.04,98.94,168.1,34.22,28.97,1.29
2022-04-29 13:00:00,60.39,125.89,33.38,11.65,94.68,150.38,30.75,29.63,1.35
2022-04-29 14:00:00,55.17,101.57,40.53,16.47,67.51,110.71,27.06,28.1,1.19
2022-04-29 15:00:00,50.66,94.41,41.01,19.0,55.78,95.39,23.46,27.2,1.08
2022-04-29 16:00:00,51.33,88.69,44.82,22.04,53.27,91.7,23.37,27.96,1.15
2022-04-29 17:00:00,60.12,74.39,51.5,26.6,54.73,112.05,26.95,33.19,1.24
2022-04-29 18:00:00,80.42,62.94,51.02,26.35,56.96,104.75,39.84,40.56,1.32
2022-04-29 19:00:00,72.36,55.07,42.44,22.55,61.29,105.58,35.2,37.2,1.41
2022-04-29 20:00:00,72.54,46.49,36.24,21.28,91.25,137.91,36.79,35.74,1.51
2022-04-29 21:00:00,76.69,35.76,35.29,21.53,129.44,198.45,42.92,33.78,1.59
2022-04-29 22:00:00,74.74,25.75,34.33,22.55,184.05,298.62,42.76,32.01,1.61
2022-04-29 23:00:00,116.45,21.1,31.47,23.56,172.9,242.73,81.61,34.87,2.09
2022-04-30 00:00:00,100.75,23.96,29.09,23.81,202.04,317.92,67.28,33.45,2.06
2022-04-30 01:00:00,112.09,32.54,31.47,23.56,167.35,272.4,79.13,33.0,1.99
2022-04-30 02:00:00,110.75,35.41,41.01,26.6,142.12,221.78,81.07,29.64,1.97
2022-04-30 03:00:00,112.9,54.36,48.64,27.61,131.56,210.99,82.92,30.02,1.69
2022-04-30 04:00:00,109.29,104.43,54.36,26.6,135.41,213.2,76.85,32.4,1.91
2022-04-30 05:00:00,110.87,205.99,59.13,27.11,149.05,208.8,79.45,31.46,2.06
2022-04-30 06:00:00,111.6,323.3,59.6,25.08,183.25,237.5,79.58,31.98,2.16
2022-04-30 07:00:00,100.97,188.83,19.31,5.45,170.52,237.28,67.94,33.04,1.8
2022-04-30 08:00:00,103.25,168.8,14.42,3.83,102.08,173.21,67.7,35.51,1.64
2022-04-30 09:00:00,92.21,168.8,13.95,3.7,63.81,111.34,54.74,37.47,1.53
2022-04-30 10:00:00,85.84,170.23,18.36,4.88,79.96,130.23,46.41,39.41,1.48
2022-04-30 11:00:00,67.9,170.23,24.8,7.16,80.89,124.87,33.98,33.9,1.31
2022-04-30 12:00:00,61.67,154.5,28.37,9.12,62.87,96.67,32.06,29.63,1.16
2022-04-30 13:00:00,60.63,127.32,35.76,13.17,51.52,74.54,19.57,41.02,0.84
2022-04-30 14:00:00,76.66,104.43,45.3,19.25,33.61,63.75,28.07,48.6,1.05
2022-04-30 15:00:00,81.12,100.14,47.21,23.81,34.26,64.52,104.51,18.08,1.05
2022-04-30 16:00:00,61.4,75.1,54.84,30.65,22.48,49.84,22.95,38.43,0.71
2022-04-30 17:00:00,70.72,36.84,67.71,37.49,53.68,82.11,19.11,51.58,1.18
2022-04-30 18:00:00,70.52,13.23,68.66,34.96,59.83,88.82,12.62,57.88,1.34
2022-04-30 19:00:00,95.14,2.91,63.9,27.36,38.71,68.49,29.2,65.92,1.35
2022-04-30 20:00:00,245.81,0.14,71.53,25.33,46.74,95.97,170.53,79.25,2.32
2022-04-30 21:00:00,441.16,0.05,78.2,25.08,104.02,205.05,385.99,103.63,3.87
2022-04-30 22:00:00,313.7,0.44,75.34,25.08,126.41,224.58,231.8,82.07,3.13
2022-04-30 23:00:00,323.66,2.62,60.08,25.84,109.4,165.86,245.93,77.65,3.16
2022-05-01 00:00:00,401.79,11.98,45.3,27.87,129.76,205.41,350.85,87.44,3.82
2022-05-01 01:00:00,283.48,65.09,35.76,31.41,170.7,316.59,215.03,68.73,3.22
2022-05-01 02:00:00,262.1,82.97,38.15,31.16,115.6,202.94,200.77,61.09,2.79
2022-05-01 03:00:00,268.13,101.57,38.15,29.39,122.71,191.18,204.04,64.34,3.04
2022-05-01 04:00:00,157.96,154.5,49.11,21.03,193.78,206.0,97.3,60.82,2.53
2022-05-01 05:00:00,108.24,191.69,46.25,17.99,200.62,249.19,63.1,45.17,2.21
2022-05-01 06:00:00,90.67,223.16,40.05,16.21,161.85,350.11,52.25,38.4,2.05
2022-05-01 07:00:00,82.78,240.33,33.38,15.71,101.16,203.41,45.62,37.23,1.98
2022-05-01 08:00:00,71.81,246.05,32.9,15.58,85.86,180.17,35.91,35.93,1.84
2022-05-01 09:00:00,56.04,240.33,31.95,15.2,87.0,187.14,24.38,31.67,1.75
2022-05-01 10:00:00,48.27,234.6,46.73,17.48,90.78,191.62,15.97,32.31,1.74
2022-05-01 11:00:00,42.97,217.44,93.46,21.53,92.07,172.75,11.34,31.65,1.69
2022-05-01 12:00:00,38.84,171.66,146.87,21.03,88.4,132.49,9.16,29.68,1.66
2022-05-01 13:00:00,36.51,173.09,90.6,20.01,94.93,136.56,8.65,27.84,1.66
2022-05-01 14:00:00,32.68,171.66,58.17,21.79,82.21,137.51,8.31,24.42,1.59
2022-05-01 15:00:00,37.49,164.51,52.93,22.29,74.51,143.32,9.25,28.19,1.61
2022-05-01 16:00:00,55.29,171.66,46.25,20.52,72.85,139.52,13.13,42.11,1.62
2022-05-01 17:00:00,61.99,178.81,42.92,18.75,66.58,139.26,11.72,50.29,1.67
2022-05-01 18:00:00,52.08,175.95,39.1,16.97,68.86,146.05,10.47,41.63,1.69
2022-05-01 19:00:00,66.29,155.93,32.42,15.2,60.23,124.23,19.73,46.4,1.63
2022-05-01 20:00:00,112.74,133.04,30.99,15.2,51.65,113.41,51.93,60.85,1.96
2022-05-01 21:00:00,116.82,115.87,29.09,15.33,50.35,106.69,54.72,62.07,1.89
2022-05-01 22:00:00,108.85,101.57,30.52,16.47,65.09,120.46,50.84,58.1,2.08
2022-05-01 23:00:00,86.19,90.12,36.24,16.97,86.04,162.1,33.07,53.11,1.92
2022-05-02 00:00:00,84.31,78.68,44.35,17.23,112.47,189.8,30.93,53.39,1.66
2022-05-02 01:00:00,69.56,66.52,48.64,18.49,104.01,183.45,24.08,45.55,1.56
2022-05-02 02:00:00,52.98,57.94,49.11,20.77,88.3,164.35,17.29,35.67,1.43
2022-05-02 03:00:00,59.35,74.39,49.11,20.27,80.37,152.22,18.85,40.5,1.45
2022-05-02 04:00:00,59.95,130.18,47.68,16.47,80.93,162.36,19.51,40.46,1.43
2022-05-02 05:00:00,49.5,188.83,49.59,15.96,129.52,160.37,15.91,33.6,1.37
2022-05-02 06:00:00,49.35,243.19,50.54,15.83,130.2,142.8,14.32,35.05,1.35
2022-05-02 07:00:00,39.98,251.77,39.58,13.81,72.14,116.28,11.94,28.05,1.29
2022-05-02 08:00:00,37.39,254.63,44.35,12.67,104.27,129.11,10.59,26.78,1.27
2022-05-02 09:00:00,40.22,268.94,63.9,12.16,145.38,154.86,11.4,28.83,1.31
2022-05-02 10:00:00,37.43,254.63,86.78,12.03,116.51,162.44,10.01,27.42,1.27
2022-05-02 11:00:00,35.94,200.27,100.14,12.03,132.74,162.31,9.74,26.23,1.16
2022-05-02 12:00:00,34.45,157.36,85.83,12.16,94.03,144.44,10.32,24.08,1.06
2022-05-02 13:00:00,35.64,137.33,75.34,13.68,80.26,150.93,11.5,24.16,1.02
2022-05-02 14:00:00,35.62,124.45,77.25,16.21,82.44,144.16,9.71,25.9,1.07
2022-05-02 15:00:00,42.17,120.16,73.43,18.24,79.45,155.63,9.87,32.29,1.03
2022-05-02 16:00:00,53.77,121.59,59.6,19.0,69.08,165.2,11.08,42.67,1.18
2022-05-02 17:00:00,62.69,117.3,51.5,20.01,78.21,177.46,11.73,50.91,1.27
2022-05-02 18:00:00,76.56,107.29,47.68,19.51,75.29,182.31,14.79,61.76,1.43
2022-05-02 19:00:00,76.09,100.14,41.96,18.24,89.0,171.9,16.77,59.37,1.51
2022-05-02 20:00:00,70.57,94.41,38.62,17.99,89.98,149.79,17.68,52.87,1.41
2022-05-02 21:00:00,73.63,85.83,39.58,18.24,78.35,138.82,20.02,53.59,1.38
2022-05-02 22:00:00,71.32,75.1,43.87,18.75,75.09,149.53,17.19,54.15,1.52
2022-05-02 23:00:00,71.55,64.37,48.16,20.01,83.66,171.81,19.74,51.8,1.57
2022-05-03 00:00:00,58.02,54.36,50.07,21.28,88.86,151.89,14.57,43.49,1.46
2022-05-03 01:00:00,42.29,44.35,51.5,24.32,73.01,533.9,11.83,30.5,1.33
2022-05-03 02:00:00,37.64,40.77,58.65,28.37,73.13,136.92,10.36,27.3,1.32
2022-05-03 03:00:00,43.94,65.8,68.66,29.39,75.34,146.92,12.21,31.72,1.34
2022-05-03 04:00:00,42.82,125.89,75.34,23.56,68.49,187.13,12.12,30.69,1.14
2022-05-03 05:00:00,39.15,203.13,87.74,21.79,66.17,126.27,11.41,27.74,1.12
2022-05-03 06:00:00,37.71,314.71,103.0,21.03,72.95,111.28,11.93,25.78,1.3
2022-05-03 07:00:00,41.69,383.38,88.69,17.48,73.64,122.14,13.91,27.77,1.43
2022-05-03 08:00:00,34.36,400.54,79.15,14.82,77.02,131.08,11.49,22.9,1.37
2022-05-03 09:00:00,40.52,406.27,82.02,14.44,79.09,128.93,13.81,26.7,1.41
2022-05-03 10:00:00,40.97,411.99,100.14,15.71,83.53,149.31,13.88,27.09,1.48
2022-05-03 11:00:00,42.14,389.1,156.4,17.73,100.87,201.31,13.03,29.08,1.25
2022-05-03 12:00:00,39.7,297.55,211.72,18.24,118.65,288.17,10.99,28.74,1.27
2022-05-03 13:00:00,39.18,188.83,162.12,21.03,118.48,277.25,10.04,29.16,1.36
2022-05-03 14:00:00,36.15,121.59,93.46,26.09,120.37,305.21,9.3,26.84,1.39
2022-05-03 15:00:00,39.37,94.41,71.53,28.88,122.44,300.85,9.54,29.82,1.45
2022-05-03 16:00:00,42.98,97.27,56.74,28.37,130.16,310.55,9.88,33.12,1.43
2022-05-03 17:00:00,57.29,101.57,51.02,28.37,131.89,325.05,11.68,45.57,1.52
2022-05-03 18:00:00,64.1,105.86,46.25,25.84,126.04,343.88,15.3,48.74,1.48
2022-05-03 19:00:00,69.19,117.3,37.67,21.28,128.12,340.64,17.48,51.74,1.67
2022-05-03 20:00:00,73.25,123.02,33.38,20.01,129.59,310.61,22.27,50.94,1.82
2022-05-03 21:00:00,82.8,123.02,33.38,20.77,132.15,306.53,30.34,52.51,1.99
2022-05-03 22:00:00,52.85,118.73,35.29,22.55,117.12,274.26,14.5,38.34,1.78
2022-05-03 23:00:00,66.21,108.72,36.24,24.83,107.55,228.98,21.56,44.62,1.84
2022-05-04 00:00:00,67.93,95.84,35.29,27.36,106.35,234.93,24.25,43.72,1.76
2022-05-04 01:00:00,49.83,81.54,35.76,29.39,102.08,220.67,15.53,34.34,1.63
2022-05-04 02:00:00,39.66,65.09,44.82,33.44,84.04,188.21,13.04,26.65,1.61
2022-05-04 03:00:00,41.09,78.68,57.22,34.45,70.53,148.21,12.54,28.53,1.29
2022-05-04 04:00:00,42.1,163.08,90.6,20.52,65.35,116.93,12.62,29.48,1.54
2022-05-04 05:00:00,38.84,220.3,113.49,17.48,70.73,117.47,11.81,27.03,1.51
2022-05-04 06:00:00,51.45,297.55,133.51,16.47,85.35,153.37,16.82,34.62,1.71
2022-05-04 07:00:00,38.71,329.02,90.6,12.54,82.72,167.68,12.24,26.5,1.76
2022-05-04 08:00:00,37.36,331.88,66.76,10.77,95.45,175.58,12.41,24.94,1.78
2022-05-04 09:00:00,34.47,349.04,63.9,11.15,97.71,181.13,10.76,23.69,1.77
2022-05-04 10:00:00,38.78,360.49,65.8,11.65,95.29,180.24,10.69,28.09,1.81
2022-05-04 11:00:00,44.94,337.6,73.43,11.27,114.72,201.9,11.52,33.39,1.83
2022-05-04 12:00:00,40.44,271.8,77.25,10.26,89.39,177.16,9.5,30.96,1.77
2022-05-04 13:00:00,35.52,158.79,80.11,18.75,82.63,214.79,10.79,24.73,1.36
2022-05-04 14:00:00,38.51,85.12,87.74,32.17,59.25,155.19,10.35,28.17,1.43
2022-05-04 15:00:00,34.36,39.34,112.53,45.09,70.83,179.87,8.9,25.49,1.46
2022-05-04 16:00:00,35.41,13.23,139.24,51.68,60.15,160.2,8.92,26.49,1.37
2022-05-04 17:00:00,40.71,3.44,148.77,54.21,53.51,125.68,12.92,27.75,1.3
2022-05-04 18:00:00,43.72,4.6,131.61,47.62,50.94,130.6,17.22,26.53,1.31
2022-05-04 19:00:00,41.89,19.85,93.46,35.46,35.47,99.8,12.47,29.39,1.26
2022-05-04 20:00:00,46.06,31.83,66.76,28.88,23.45,63.3,13.72,32.34,1.35
2022-05-04 21:00:00,54.02,40.77,49.11,26.09,26.96,49.36,16.51,37.49,1.4
2022-05-04 22:00:00,66.62,29.33,40.05,25.84,19.83,51.25,24.31,42.32,1.49
2022-05-04 23:00:00,53.07,8.67,40.53,27.61,24.92,46.18,16.02,37.05,1.22
2022-05-05 00:00:00,48.67,0.38,51.98,33.44,24.31,48.84,15.42,33.28,1.17
2022-05-05 01:00:00,57.5,0.21,82.97,53.7,27.54,52.83,18.44,39.01,1.21
2022-05-05 02:00:00,64.32,2.3,111.58,78.02,27.98,59.26,23.18,41.16,1.24
2022-05-05 03:00:00,70.28,10.1,125.89,87.14,30.04,63.51,32.9,37.37,0.99
2022-05-05 04:00:00,71.04,110.15,259.4,15.83,28.57,61.44,35.91,35.13,1.18
2022-05-05 05:00:00,84.68,194.55,286.1,9.12,28.38,82.03,48.98,35.68,1.24
2022-05-05 06:00:00,84.25,360.49,259.4,8.11,58.5,112.74,48.12,36.14,1.38
2022-05-05 07:00:00,72.74,417.71,143.05,8.87,88.01,123.15,38.97,33.79,1.45
2022-05-05 08:00:00,67.62,360.49,77.25,8.04,67.22,101.02,33.29,34.33,1.58
2022-05-05 09:00:00,58.35,311.85,52.93,8.36,58.09,99.33,25.21,33.17,1.45
2022-05-05 10:00:00,53.18,257.49,37.19,8.74,51.4,108.77,18.26,34.91,1.45
2022-05-05 11:00:00,50.72,205.99,27.66,8.61,51.31,101.7,14.5,36.24,1.4
2022-05-05 12:00:00,54.15,171.66,23.37,8.49,53.37,101.39,12.83,41.31,1.44
2022-05-05 13:00:00,47.9,124.45,33.38,14.44,60.48,95.88,9.86,37.99,1.38
2022-05-05 14:00:00,46.97,83.68,46.73,22.55,63.26,110.7,8.61,38.43,1.44
2022-05-05 15:00:00,45.33,67.23,51.02,27.11,69.78,136.96,8.88,36.46,1.31
2022-05-05 16:00:00,54.45,47.21,61.99,34.96,70.3,133.82,11.56,42.82,1.34
2022-05-05 17:00:00,61.44,18.78,77.25,43.57,67.77,131.35,10.3,51.15,1.38
2022-05-05 18:00:00,88.84,5.28,77.25,41.54,77.13,158.05,22.19,66.58,1.51
2022-05-05 19:00:00,98.82,3.04,65.8,32.17,81.59,172.56,17.26,81.56,1.79
2022-05-05 20:00:00,112.57,0.6,68.66,30.65,88.22,182.33,26.78,85.73,1.99
2022-05-05 21:00:00,143.39,0.15,74.39,31.92,82.65,159.14,51.0,92.36,2.28
2022-05-05 22:00:00,164.11,0.08,73.43,32.93,82.83,166.67,70.47,93.65,2.43
2022-05-05 23:00:00,178.05,0.09,70.57,32.42,101.31,197.86,90.34,87.65,2.87
2022-05-06 00:00:00,168.28,0.41,66.76,32.93,124.0,252.99,87.78,80.61,3.13
2022-05-06 01:00:00,104.82,5.9,62.94,35.97,147.44,243.53,37.89,67.0,2.75
2022-05-06 02:00:00,76.89,7.78,78.2,46.61,165.25,252.34,25.91,51.0,2.16
2022-05-06 03:00:00,75.07,22.17,102.04,57.25,129.97,230.88,26.29,48.79,2.03
2022-05-06 04:00:00,81.06,110.15,164.03,35.97,119.19,187.32,33.87,47.18,1.97
2022-05-06 05:00:00,78.4,211.72,162.12,29.89,150.59,220.63,30.33,48.03,1.85
