timestamp,NOx,O3,SO2,NH3,PM2.5,PM10,NO,NO2,CO
2020-11-25 01:00:00,,13.59,38.62,28.63,364.61,411.73,2.18,70.6,2616.88
2020-11-25 02:00:00,,0.33,54.36,41.04,420.96,486.21,23.25,89.11,3631.59
2020-11-25 03:00:00,,1.11,68.67,49.14,463.68,541.95,52.75,100.08,4539.49
2020-11-25 04:00:00,,6.44,78.2,48.13,454.81,534.0,50.96,111.04,4539.49
2020-11-25 05:00:00,,17.17,87.74,46.61,448.14,529.19,42.92,117.9,4379.27
2020-11-25 06:00:00,,40.05,101.09,42.05,437.25,511.79,28.39,117.9,3898.62
2020-11-25 07:00:00,,83.69,185.01,12.79,312.76,349.2,14.53,105.56,1949.31
2020-11-25 08:00:00,,87.98,217.44,6.59,275.53,303.47,11.62,112.41,1508.71
2020-11-25 09:00:00,,95.84,213.62,6.02,263.51,289.86,7.04,109.67,1361.85
2020-11-25 10:00:00,,104.43,152.59,12.16,271.25,302.27,3.1,93.22,1602.17
2020-11-25 11:00:00,,86.55,103.95,21.28,284.51,324.34,1.27,94.59,2136.23
2020-11-25 12:00:00,,50.78,82.02,27.87,287.83,336.0,0.19,109.67,2590.18
2020-11-25 13:00:00,,19.67,69.62,35.47,295.37,354.19,0.6,120.64,3017.43
2020-11-25 14:00:00,,3.0,65.8,46.1,325.89,402.37,6.65,117.9,3471.37
2020-11-25 15:00:00,,0.25,63.9,50.66,363.16,456.38,16.09,105.56,3898.62
2020-11-25 16:00:00,,0.08,59.61,42.05,387.52,490.96,19.67,98.71,4058.84
2020-11-25 17:00:00,,0.11,52.93,31.92,394.51,498.87,18.11,91.85,3898.62
2020-11-25 18:00:00,,0.31,42.92,20.52,369.0,461.24,13.19,83.63,3417.97
2020-11-25 19:00:00,,0.89,33.85,12.16,327.49,400.17,7.15,74.71,2803.8
2020-11-25 20:00:00,,1.4,30.99,9.63,303.81,365.32,4.75,65.8,2456.67
2020-11-25 21:00:00,,1.39,30.52,8.74,285.16,340.62,4.25,58.26,2269.75
2020-11-25 22:00:00,,0.83,30.99,7.92,272.18,320.68,5.42,53.47,2162.93
2020-11-25 23:00:00,,0.31,31.47,7.09,264.01,305.06,8.16,49.35,2136.23
2020-11-26 00:00:00,,0.07,33.38,7.28,260.05,296.45,13.19,46.61,2189.64
2020-11-26 01:00:00,,0.01,39.1,10.26,268.08,305.4,23.92,45.93,2483.37
2020-11-26 02:00:00,,0.02,53.88,17.48,309.14,359.04,47.83,51.41,3284.45
2020-11-26 03:00:00,,1.1,73.43,23.81,337.8,398.42,67.06,60.32,3791.81
2020-11-26 04:00:00,,8.58,96.32,24.83,300.52,353.24,46.94,71.29,3097.53
2020-11-26 05:00:00,,20.74,103.95,28.37,264.39,315.31,34.42,72.66,2643.59
2020-11-26 06:00:00,,33.26,108.72,26.6,208.0,253.85,23.69,67.86,2109.53
2020-11-26 07:00:00,,66.52,90.6,12.79,115.32,139.51,9.95,49.35,1094.82
2020-11-26 08:00:00,,82.25,83.92,10.13,92.77,111.59,7.49,42.5,894.55
2020-11-26 09:00:00,,85.12,92.51,10.64,88.53,107.12,7.26,44.55,881.2
2020-11-26 10:00:00,,67.23,100.14,17.23,106.99,132.1,9.16,63.06,1308.44
2020-11-26 11:00:00,,30.76,95.37,26.85,138.22,175.22,11.51,91.85,2056.12
2020-11-26 12:00:00,,2.26,84.88,33.44,155.65,203.84,23.92,106.93,2670.29
2020-11-26 13:00:00,,0.0,74.39,41.04,169.52,227.04,42.92,94.59,3097.53
2020-11-26 14:00:00,,0.0,69.62,50.16,202.21,276.96,52.75,85.0,3578.19
2020-11-26 15:00:00,,0.0,64.85,49.14,234.37,325.87,53.64,85.0,3952.03
2020-11-26 16:00:00,,0.0,59.13,39.01,245.5,343.52,47.83,85.0,4005.43
2020-11-26 17:00:00,,0.0,51.98,30.4,229.77,319.4,37.1,84.31,3685.0
2020-11-26 18:00:00,,0.12,42.92,19.76,174.77,238.31,20.56,78.14,2723.69
2020-11-26 19:00:00,,2.5,32.42,11.65,114.3,149.46,4.47,67.17,1695.63
2020-11-26 20:00:00,,9.39,26.7,9.88,90.01,113.31,0.82,54.84,1308.44
2020-11-26 21:00:00,,18.06,27.66,9.5,82.03,100.6,0.18,47.3,1134.87
2020-11-26 22:00:00,,31.11,29.56,8.99,77.06,92.05,0.03,39.76,974.66
2020-11-26 23:00:00,,38.98,28.37,8.61,73.1,86.42,0.01,34.62,894.55
2020-11-27 00:00:00,,38.98,28.13,8.61,71.17,84.01,0.01,33.59,894.55
2020-11-27 01:00:00,,28.61,32.42,10.39,77.66,93.52,0.15,40.44,1068.12
2020-11-27 02:00:00,,10.01,40.53,14.95,93.87,117.18,2.65,55.52,1441.96
2020-11-27 03:00:00,,11.36,47.21,17.99,100.66,128.85,15.42,53.47,1668.93
2020-11-27 04:00:00,,23.96,54.84,20.77,101.94,132.24,23.47,47.3,1708.98
2020-11-27 05:00:00,,37.91,61.99,23.56,102.47,134.15,22.35,45.93,1655.58
2020-11-27 06:00:00,,57.94,66.76,22.29,96.21,124.64,16.99,45.24,1455.31
2020-11-27 07:00:00,,89.41,54.84,14.57,65.04,82.8,8.38,33.24,947.95
2020-11-27 08:00:00,,107.29,48.16,13.05,60.21,75.19,5.76,29.13,814.44
2020-11-27 09:00:00,,117.3,49.11,14.06,66.66,81.87,4.69,30.5,814.44
2020-11-27 10:00:00,,107.29,52.93,19.0,84.8,105.35,5.53,45.93,1148.22
2020-11-27 11:00:00,,75.1,53.88,24.57,105.82,134.28,5.64,72.66,1655.58
2020-11-27 12:00:00,,30.4,51.02,28.88,118.21,151.31,1.69,104.19,2082.82
2020-11-27 13:00:00,,7.06,50.07,34.45,135.62,173.83,2.68,112.41,2403.26
2020-11-27 14:00:00,,7.96,49.59,39.52,154.47,198.73,2.18,101.45,2510.07
2020-11-27 15:00:00,,18.95,45.78,41.04,163.42,209.55,0.4,87.05,2376.56
2020-11-27 16:00:00,,26.82,42.44,38.51,169.15,215.26,0.08,76.77,2296.45
2020-11-27 17:00:00,,23.96,40.53,32.93,179.28,227.25,0.13,75.4,2349.85
2020-11-27 18:00:00,,21.82,34.33,23.31,174.77,219.02,0.17,71.97,2189.64
2020-11-27 19:00:00,,28.25,25.03,13.93,150.44,183.04,0.05,58.95,1789.09
2020-11-27 20:00:00,,40.05,18.6,9.75,132.96,156.48,0.0,41.47,1401.9
2020-11-27 21:00:00,,45.78,16.45,7.79,126.1,144.97,0.0,32.56,1228.33
2020-11-27 22:00:00,,47.92,15.5,6.59,124.33,140.4,0.0,28.1,1161.58
2020-11-27 23:00:00,,50.07,15.5,6.21,126.38,140.94,0.0,26.05,1148.22
2020-11-28 00:00:00,,52.21,17.41,6.52,136.96,151.52,0.0,26.39,1188.28
2020-11-28 01:00:00,,51.5,22.89,8.36,158.21,176.16,0.0,32.22,1348.5
2020-11-28 02:00:00,,37.91,31.47,12.41,185.59,211.46,0.1,47.3,1695.63
2020-11-28 03:00:00,,32.19,38.62,15.71,197.84,228.15,4.36,53.47,1895.9
2020-11-28 04:00:00,,47.92,46.25,18.49,192.49,222.35,10.17,45.93,1869.2
2020-11-28 05:00:00,,71.53,52.93,20.27,186.49,215.43,10.17,42.16,1762.39
2020-11-28 06:00:00,,105.86,58.17,19.0,174.62,199.38,7.26,37.7,1588.82
2020-11-28 07:00:00,,140.19,47.21,11.65,110.26,124.43,3.58,23.65,1041.41
2020-11-28 08:00:00,,154.5,41.49,10.26,92.78,103.92,2.57,19.71,867.84
2020-11-28 09:00:00,,165.94,44.82,11.15,96.88,108.01,2.15,20.74,867.84
2020-11-28 10:00:00,,123.02,54.36,20.52,140.53,166.19,6.31,58.95,1735.69
2020-11-28 11:00:00,,49.35,61.04,30.65,204.21,250.82,14.75,116.53,3124.24
2020-11-28 12:00:00,,3.17,62.94,38.51,251.13,312.63,42.02,148.06,4272.46
2020-11-28 13:00:00,,0.0,66.76,49.14,305.95,382.34,76.0,150.8,5340.58
2020-11-28 14:00:00,,0.0,67.71,55.73,351.5,440.0,68.84,150.8,5767.82
2020-11-28 15:00:00,,0.2,59.61,51.68,341.86,424.77,33.08,142.57,5073.55
2020-11-28 16:00:00,,8.4,50.55,42.56,284.08,347.44,2.18,119.27,3791.81
2020-11-28 17:00:00,,13.05,45.3,40.03,274.87,335.43,0.72,102.82,3524.78
2020-11-28 18:00:00,,14.13,35.29,32.17,248.69,299.94,0.57,90.48,3124.24
2020-11-28 19:00:00,,20.21,23.84,20.77,201.74,238.09,0.17,71.97,2456.67
2020-11-28 20:00:00,,26.11,19.07,14.82,172.07,199.13,0.04,56.21,2002.72
2020-11-28 21:00:00,,28.61,16.93,10.89,156.8,179.28,0.03,47.3,1735.69
2020-11-28 22:00:00,,31.11,15.97,8.11,145.46,164.55,0.02,40.1,1562.12
2020-11-28 23:00:00,,31.83,15.74,6.08,138.33,155.25,0.02,35.99,1428.6
2020-11-29 00:00:00,,33.26,16.21,5.07,134.49,150.71,0.03,34.62,1321.79
2020-11-29 01:00:00,,28.25,20.5,6.33,144.8,164.06,0.15,42.16,1428.6
2020-11-29 02:00:00,,10.01,30.52,11.02,175.84,205.53,3.55,63.06,1895.9
2020-11-29 03:00:00,,9.3,40.05,16.21,205.11,244.44,21.23,67.86,2429.96
2020-11-29 04:00:00,,21.46,50.55,22.55,229.77,276.06,35.32,69.23,2830.51
2020-11-29 05:00:00,,40.41,64.85,28.88,258.81,311.02,34.87,79.51,3150.94
2020-11-29 06:00:00,,77.96,82.02,29.39,277.18,329.15,23.69,87.05,3150.94
2020-11-29 07:00:00,,141.62,75.34,11.27,152.26,174.87,6.87,44.55,1428.6
2020-11-29 08:00:00,,160.22,66.76,8.74,133.28,152.32,4.58,35.64,1148.22
2020-11-29 09:00:00,,170.23,69.62,9.25,131.24,150.27,3.74,36.67,1121.52
2020-11-29 10:00:00,,107.29,77.25,23.05,187.62,226.89,10.95,87.05,2296.45
2020-11-29 11:00:00,,31.11,84.88,39.52,274.9,343.04,31.74,150.8,4112.24
2020-11-29 12:00:00,,1.59,99.18,57.25,336.88,425.52,83.15,175.48,5714.42
2020-11-29 13:00:00,,0.0,125.89,84.1,404.47,513.61,132.32,180.96,7156.37
2020-11-29 14:00:00,,0.0,143.05,107.41,478.35,610.78,151.99,178.22,8117.68
2020-11-29 15:00:00,,0.0,137.33,114.5,524.79,672.15,150.2,157.65,8331.3
2020-11-29 16:00:00,,0.0,125.89,110.45,558.48,709.59,146.63,134.35,8331.3
2020-11-29 17:00:00,,0.0,125.89,112.47,592.91,747.75,146.63,119.27,8438.11
2020-11-29 18:00:00,,0.0,118.26,105.38,586.24,733.62,143.05,109.67,8224.49
2020-11-29 19:00:00,,0.0,94.41,81.06,519.9,641.21,126.96,98.71,7263.18
2020-11-29 20:00:00,,0.0,74.39,56.74,463.88,562.84,108.18,86.37,6248.47
2020-11-29 21:00:00,,0.0,58.65,39.01,419.38,502.51,88.51,76.08,5447.39
2020-11-29 22:00:00,,0.0,47.21,29.64,377.58,449.55,68.84,70.6,4699.71
2020-11-29 23:00:00,,0.0,38.15,24.32,337.0,399.7,54.09,69.23,4112.24
2020-11-30 00:00:00,,0.0,31.47,19.25,303.61,358.95,47.39,69.23,3631.59
2020-11-30 01:00:00,,0.0,36.72,25.08,279.12,329.89,46.49,70.6,3417.97
2020-11-30 02:00:00,,0.02,51.98,36.48,338.53,407.97,80.47,74.71,4432.68
2020-11-30 03:00:00,,1.48,64.85,47.12,393.76,479.03,125.17,74.71,5554.2
2020-11-30 04:00:00,,7.15,76.29,54.21,406.58,494.57,125.17,87.74,5821.23
2020-11-30 05:00:00,,23.25,90.6,58.77,434.27,525.87,90.3,123.38,5874.63
2020-11-30 06:00:00,,73.67,103.95,53.7,460.28,548.96,43.36,153.54,5607.61
2020-11-30 07:00:00,,164.51,97.28,20.77,196.45,226.33,8.16,65.12,1976.01
2020-11-30 08:00:00,,188.83,84.88,15.07,165.43,187.62,4.69,45.93,1495.36
2020-11-30 09:00:00,,200.27,83.92,14.19,158.8,178.9,3.41,42.84,1388.55
2020-11-30 10:00:00,,134.47,91.55,28.37,221.87,263.85,8.72,100.08,2643.59
2020-11-30 11:00:00,,39.34,96.32,45.09,326.66,403.12,27.72,180.96,4806.52
2020-11-30 12:00:00,,1.81,97.28,57.76,402.96,504.58,85.83,205.64,6675.72
2020-11-30 13:00:00,,0.0,106.81,76.0,483.31,610.09,143.05,200.15,8331.3
2020-11-30 14:00:00,,0.0,107.77,90.18,563.64,718.37,157.36,180.96,9292.6
2020-11-30 15:00:00,,0.0,97.28,91.2,613.4,784.89,146.63,156.28,9292.6
2020-11-30 16:00:00,,0.0,84.88,73.97,656.52,833.6,134.11,137.09,9292.6
2020-11-30 17:00:00,,0.0,78.2,57.25,703.33,887.84,135.9,120.64,9399.41
2020-11-30 18:00:00,,0.0,61.99,37.49,669.44,844.63,128.75,102.82,8758.55
2020-11-30 19:00:00,,0.0,41.96,20.01,557.39,699.05,106.39,87.74,7049.56
2020-11-30 20:00:00,,0.0,34.81,14.57,475.65,585.64,83.15,74.71,5767.82
2020-11-30 21:00:00,,0.0,32.42,13.05,426.25,516.68,67.06,64.43,4966.74
2020-11-30 22:00:00,,0.0,31.47,12.16,390.57,467.97,55.43,57.58,4379.27
2020-11-30 23:00:00,,0.0,29.56,10.77,361.58,426.87,46.05,53.47,3952.03
2020-12-01 00:00:00,,0.0,29.56,10.51,338.08,394.05,41.57,51.41,3631.59
2020-12-01 01:00:00,,0.0,36.72,13.81,328.71,380.96,43.36,54.84,3524.78
2020-12-01 02:00:00,,0.01,51.98,21.53,387.82,458.69,76.89,61.69,4539.49
2020-12-01 03:00:00,,0.94,63.9,27.87,438.32,523.15,119.81,65.12,5554.2
2020-12-01 04:00:00,,5.72,74.39,33.95,454.62,542.24,119.81,80.88,5714.42
2020-12-01 05:00:00,,20.21,88.69,43.57,486.37,576.78,90.3,117.9,5821.23
2020-12-01 06:00:00,,67.95,104.9,43.57,530.13,618.68,44.7,154.91,5821.23
2020-12-01 07:00:00,,200.27,122.07,18.75,303.78,336.66,7.04,72.66,2403.26
2020-12-01 08:00:00,,231.74,99.18,14.69,255.16,280.88,3.91,50.04,1895.9
2020-12-01 09:00:00,,248.91,89.65,14.57,239.93,263.1,2.57,42.5,1762.39
2020-12-01 10:00:00,,161.65,91.55,29.64,313.47,359.45,7.04,105.56,3097.53
2020-12-01 11:00:00,,45.42,95.37,46.1,431.12,510.61,21.46,191.93,5287.17
2020-12-01 12:00:00,,1.42,102.04,61.3,512.77,618.34,79.57,216.6,7263.18
2020-12-01 13:00:00,,0.0,119.21,84.1,605.14,739.6,139.48,216.6,9078.98
2020-12-01 14:00:00,,0.0,117.3,97.28,700.36,866.48,150.2,213.86,10147.09
2020-12-01 15:00:00,,0.0,97.28,88.16,752.66,937.4,130.53,197.41,10040.28
2020-12-01 16:00:00,,0.0,80.11,61.3,780.98,967.56,107.29,178.22,9613.04
2020-12-01 17:00:00,,0.0,71.53,44.58,816.21,1004.64,101.03,157.65,9399.41
2020-12-01 18:00:00,,0.0,57.7,29.64,791.35,966.73,92.98,137.09,8651.73
2020-12-01 19:00:00,,0.0,40.53,16.72,708.4,848.38,73.31,115.16,7156.37
2020-12-01 20:00:00,,0.0,33.85,12.67,656.05,767.16,55.43,97.33,6088.26
2020-12-01 21:00:00,,0.0,30.99,11.15,625.11,717.59,46.05,79.51,5447.39
2020-12-01 22:00:00,,0.0,28.37,10.01,597.57,677.01,38.45,66.49,4913.33
2020-12-01 23:00:00,,0.0,25.75,8.36,571.31,638.64,33.08,58.26,4486.08
2020-12-02 00:00:00,,0.01,25.27,8.11,546.32,602.46,29.95,56.21,4219.06
2020-12-02 01:00:00,,0.01,31.95,11.78,527.62,579.56,32.63,58.95,4165.65
2020-12-02 02:00:00,,0.02,44.35,17.73,560.74,628.05,61.69,65.12,4966.74
2020-12-02 03:00:00,,1.2,50.55,20.77,563.36,637.2,86.73,71.29,5447.39
2020-12-02 04:00:00,,16.09,56.27,22.29,486.09,546.94,45.15,97.33,4486.08
2020-12-02 05:00:00,,47.92,65.8,28.12,476.05,535.98,28.61,101.45,4219.06
2020-12-02 06:00:00,,104.43,76.29,28.37,457.05,511.42,15.2,93.22,3791.81
2020-12-02 07:00:00,,217.44,74.39,11.65,278.08,299.32,2.85,34.96,1762.39
2020-12-02 08:00:00,,223.16,62.94,10.64,225.17,241.86,1.93,25.36,1415.25
2020-12-02 09:00:00,,217.44,60.08,11.4,197.62,212.92,1.66,25.02,1295.09
2020-12-02 10:00:00,,183.11,65.8,17.23,203.92,225.96,2.54,47.3,1655.58
2020-12-02 11:00:00,,121.59,69.62,24.57,227.74,260.82,2.74,87.74,2349.85
2020-12-02 12:00:00,,53.64,68.67,30.65,243.27,284.82,0.57,130.24,2964.02
2020-12-02 13:00:00,,12.16,68.67,37.49,268.83,319.75,1.41,152.17,3524.78
2020-12-02 14:00:00,,7.24,66.76,44.08,292.1,352.35,2.46,139.83,3685.0
2020-12-02 15:00:00,,12.88,59.13,45.6,292.5,355.06,0.96,120.64,3524.78
2020-12-02 16:00:00,,16.27,51.5,44.58,283.55,346.14,0.45,105.56,3364.56
2020-12-02 17:00:00,,12.34,46.25,41.04,281.26,343.89,0.85,100.08,3311.16
2020-12-02 18:00:00,,10.19,37.67,29.13,260.8,316.54,1.1,91.85,3044.13
2020-12-02 19:00:00,,14.84,27.9,16.97,223.05,264.92,0.43,76.08,2483.37
2020-12-02 20:00:00,,20.74,24.56,11.65,205.31,239.33,0.13,61.01,2109.53
2020-12-02 21:00:00,,23.6,23.84,8.74,205.54,236.15,0.07,52.09,1922.61
2020-12-02 22:00:00,,23.25,23.84,7.03,215.2,244.22,0.08,46.61,1842.5
2020-12-02 23:00:00,,18.24,23.84,6.27,230.31,259.16,0.22,45.24,1815.8
2020-12-03 00:00:00,,9.12,25.51,6.33,252.44,282.79,1.4,47.98,1869.2
2020-12-03 01:00:00,,0.89,32.9,9.37,293.56,332.14,13.52,51.41,2296.45
2020-12-03 02:00:00,,0.01,47.21,15.71,362.96,421.16,49.62,52.78,3284.45
2020-12-03 03:00:00,,0.85,59.61,20.01,411.84,483.58,86.73,55.52,4112.24
2020-12-03 04:00:00,,4.43,70.57,22.55,409.47,481.24,92.09,58.26,4058.84
2020-12-03 05:00:00,,11.0,87.74,31.67,438.31,518.43,93.88,76.08,4432.68
2020-12-03 06:00:00,,27.9,114.44,36.99,499.71,586.26,75.1,117.9,4913.33
2020-12-03 07:00:00,,118.73,156.4,11.27,331.31,368.29,13.64,82.25,2216.34
2020-12-03 08:00:00,,163.08,144.96,9.5,311.07,343.36,7.38,69.23,1922.61
2020-12-03 09:00:00,,183.11,154.5,10.39,306.68,339.42,5.7,72.66,1976.01
2020-12-03 10:00:00,,108.72,158.31,29.13,396.51,454.3,13.41,142.57,3578.19
2020-12-03 11:00:00,,22.89,158.31,52.69,546.54,640.16,43.81,219.35,6034.85
2020-12-03 12:00:00,,0.84,183.11,81.06,661.49,783.98,118.02,241.28,8224.49
2020-12-03 13:00:00,,0.0,225.07,116.53,774.3,922.85,180.6,235.8,10040.28
2020-12-03 14:00:00,,0.0,232.7,137.81,901.47,1083.52,207.42,222.09,11535.65
2020-12-03 15:00:00,,0.0,200.27,131.73,1017.94,1227.9,216.37,208.38,12710.57
2020-12-03 16:00:00,,0.0,160.22,118.55,1140.68,1363.66,218.15,200.15,13885.5
2020-12-03 17:00:00,,0.0,141.14,106.39,1229.21,1465.21,209.21,191.93,14526.37
2020-12-03 18:00:00,,0.0,113.49,72.96,1154.94,1392.78,168.09,171.36,13137.82
2020-12-03 19:00:00,,0.0,73.43,38.0,968.36,1176.27,110.87,143.95,10360.72
2020-12-03 20:00:00,,0.0,48.64,20.27,829.57,996.33,65.27,117.9,7904.05
2020-12-03 21:00:00,,0.01,37.19,15.45,749.66,878.97,35.76,100.08,6355.29
2020-12-03 22:00:00,,0.04,34.33,15.45,717.75,819.9,22.13,89.11,5554.2
2020-12-03 23:00:00,,0.04,33.38,15.71,716.9,805.93,21.01,81.57,5340.58
2020-12-04 00:00:00,,0.02,32.9,16.09,716.79,798.34,25.93,75.4,5287.17
2020-12-04 01:00:00,,0.0,37.67,19.0,733.43,816.82,45.6,70.6,5661.01
2020-12-04 02:00:00,,0.01,51.5,23.81,821.05,924.91,108.18,74.03,7370.0
2020-12-04 03:00:00,,0.64,61.04,28.63,879.8,991.12,171.66,89.11,8865.36
2020-12-04 04:00:00,,9.66,65.8,32.17,694.8,771.76,82.25,122.01,6515.5
2020-12-04 05:00:00,,37.19,77.25,38.0,667.73,741.97,46.05,138.46,5981.45
2020-12-04 06:00:00,,104.43,90.6,38.0,683.51,756.9,21.68,139.83,5661.01
2020-12-04 07:00:00,,211.72,118.26,7.6,364.65,390.92,4.14,52.78,2029.42
2020-12-04 08:00:00,,220.3,94.41,7.54,275.03,294.81,3.02,40.78,1482.01
2020-12-04 09:00:00,,226.02,103.0,8.87,267.96,287.97,2.96,49.35,1455.31
2020-12-04 10:00:00,,157.36,141.14,21.03,337.15,374.12,6.87,119.27,2590.18
2020-12-04 11:00:00,,46.49,181.2,36.99,454.12,521.31,20.56,233.05,4753.11
2020-12-04 12:00:00,,1.9,188.83,48.13,545.64,640.73,65.27,293.37,6835.94
2020-12-04 13:00:00,,0.0,179.29,57.76,603.82,721.26,85.83,301.6,7904.05
2020-12-04 14:00:00,,0.0,150.68,61.3,630.03,748.36,56.77,249.51,7156.37
2020-12-04 15:00:00,,3.13,113.49,55.73,617.16,717.71,16.54,194.67,5767.82
2020-12-04 16:00:00,,62.23,80.11,42.56,537.68,608.31,0.0,106.93,3952.03
2020-12-04 17:00:00,,67.23,59.61,40.03,510.44,573.51,0.0,80.88,3364.56
2020-12-04 18:00:00,,67.23,44.35,25.59,483.95,534.87,0.0,70.6,2937.32
2020-12-04 19:00:00,,81.54,33.38,12.29,453.42,489.45,0.0,52.78,2403.26
2020-12-04 20:00:00,,97.28,26.23,7.35,427.52,454.69,0.0,34.62,2029.42
2020-12-04 21:00:00,,104.43,22.89,5.76,409.76,433.17,0.0,25.36,1815.8
2020-12-04 22:00:00,,104.43,21.94,5.07,398.86,420.84,0.0,21.76,1735.69
2020-12-04 23:00:00,,103.0,21.46,4.75,394.76,416.0,0.0,20.56,1695.63
2020-12-05 00:00:00,,100.14,21.22,4.69,395.83,417.04,0.0,21.59,1735.69
2020-12-05 01:00:00,,89.41,23.13,6.02,404.53,428.05,0.0,28.1,1895.9
2020-12-05 02:00:00,,66.52,29.56,9.25,423.6,454.79,0.01,47.3,2296.45
2020-12-05 03:00:00,,49.35,37.19,11.78,429.26,466.51,1.47,67.17,2616.88
2020-12-05 04:00:00,,61.51,41.49,13.55,411.15,448.43,5.81,62.38,2536.77
2020-12-05 05:00:00,,83.69,44.82,16.97,391.34,428.16,7.71,54.15,2349.85
2020-12-05 06:00:00,,115.87,51.5,17.99,379.44,414.41,6.71,50.04,2162.93
2020-12-05 07:00:00,,167.37,87.74,10.39,304.43,326.97,4.41,43.53,1482.01
2020-12-05 08:00:00,,185.97,103.95,8.87,285.43,305.21,3.91,45.24,1308.44
2020-12-05 09:00:00,,194.55,114.44,8.87,275.58,294.69,3.24,47.3,1241.68
2020-12-05 10:00:00,,154.5,114.44,15.58,286.4,312.93,4.08,74.71,1735.69
2020-12-05 11:00:00,,87.98,92.51,25.08,318.51,358.74,3.97,119.27,2723.69
2020-12-05 12:00:00,,20.21,71.53,32.42,338.76,389.22,3.38,164.51,3631.59
2020-12-05 13:00:00,,0.27,61.99,39.52,360.6,419.88,16.99,169.99,4219.06
2020-12-05 14:00:00,,1.1,58.17,42.56,378.03,440.05,11.62,154.91,4058.84
2020-12-05 15:00:00,,19.85,51.98,38.51,373.12,427.67,1.01,122.01,3337.86
2020-12-05 16:00:00,,55.08,43.87,29.89,353.51,395.94,0.0,76.77,2483.37
2020-12-05 17:00:00,,57.22,37.19,23.81,357.85,398.4,0.0,63.75,2296.45
2020-12-05 18:00:00,,55.79,30.52,15.71,357.38,393.73,0.0,57.58,2109.53
2020-12-05 19:00:00,,57.22,23.37,8.87,347.82,376.94,0.0,47.98,1842.5
2020-12-05 20:00:00,,58.65,20.27,6.52,347.01,372.41,0.0,38.73,1682.28
2020-12-05 21:00:00,,57.22,18.6,5.51,351.48,375.72,0.0,32.56,1602.17
2020-12-05 22:00:00,,52.93,18.36,5.26,357.98,382.45,0.0,30.5,1588.82
2020-12-05 23:00:00,,46.49,18.12,5.26,364.83,389.78,0.0,30.16,1602.17
2020-12-06 00:00:00,,36.84,18.36,5.57,370.21,396.09,0.01,32.56,1642.23
2020-12-06 01:00:00,,21.28,21.46,7.47,386.16,416.24,0.45,42.16,1869.2
2020-12-06 02:00:00,,2.24,29.8,11.53,420.91,461.95,9.84,57.58,2510.07
2020-12-06 03:00:00,,1.81,37.67,15.45,447.92,499.22,33.08,59.63,3150.94
2020-12-06 04:00:00,,7.87,43.39,19.25,455.91,512.8,45.6,60.32,3471.37
2020-12-06 05:00:00,,19.31,50.55,25.84,462.32,523.4,44.26,70.6,3685.0
2020-12-06 06:00:00,,44.35,61.99,29.39,476.32,537.4,32.19,89.11,3685.0
2020-12-06 07:00:00,,101.57,95.37,18.75,330.67,363.23,11.96,71.29,2162.93
2020-12-06 08:00:00,,137.33,100.14,16.21,302.88,333.05,7.94,67.86,1895.9
2020-12-06 09:00:00,,165.94,108.72,16.47,319.46,351.79,5.87,72.66,1922.61
2020-12-06 10:00:00,,140.19,115.4,23.05,367.29,412.24,6.31,109.67,2643.59
2020-12-06 11:00:00,,70.1,109.67,31.67,437.31,501.94,6.71,171.36,3898.62
2020-12-06 12:00:00,,8.32,93.46,38.0,489.96,568.15,11.62,211.12,4966.74
2020-12-06 13:00:00,,0.04,85.83,46.1,548.1,636.71,25.48,205.64,5661.01
2020-12-06 14:00:00,,0.67,76.29,48.64,590.09,684.14,14.53,189.19,5661.01
2020-12-06 15:00:00,,10.91,61.99,36.99,595.31,687.3,1.96,153.54,5073.55
2020-12-06 16:00:00,,33.62,50.55,23.05,580.06,662.57,0.02,113.79,4379.27
2020-12-06 17:00:00,,41.13,46.25,16.09,563.55,640.69,0.0,93.22,3898.62
2020-12-06 18:00:00,,45.78,41.96,8.99,517.19,581.9,0.0,75.4,3231.05
2020-12-06 19:00:00,,57.22,37.19,4.31,453.19,500.12,0.0,54.84,2376.56
2020-12-06 20:00:00,,53.64,32.42,4.5,427.04,466.52,0.0,48.67,2109.53
2020-12-06 21:00:00,,47.21,29.09,4.94,411.66,448.35,0.0,45.93,2029.42
2020-12-06 22:00:00,,40.41,27.18,5.26,396.18,431.95,0.0,44.55,2002.72
2020-12-06 23:00:00,,32.54,26.23,5.38,391.32,426.65,0.02,45.24,2029.42
2020-12-07 00:00:00,,22.17,26.46,5.89,394.72,430.53,0.16,48.67,2109.53
2020-12-07 01:00:00,,6.97,30.99,8.61,416.8,458.23,4.25,58.26,2456.67
2020-12-07 02:00:00,,0.06,41.01,13.68,464.91,521.77,27.94,63.06,3311.16
2020-12-07 03:00:00,,1.57,47.68,15.71,488.03,552.92,49.62,67.17,3845.22
2020-12-07 04:00:00,,11.62,54.36,16.72,457.7,515.86,39.79,71.97,3471.37
2020-12-07 05:00:00,,32.54,63.9,21.28,449.73,506.27,29.5,74.71,3257.75
2020-12-07 06:00:00,,75.1,77.25,21.53,431.11,480.12,15.87,70.6,2777.1
2020-12-07 07:00:00,,161.65,71.53,8.11,315.4,341.66,3.97,37.01,1468.66
2020-12-07 08:00:00,,185.97,63.9,6.97,285.85,307.87,2.54,28.79,1241.68
2020-12-07 09:00:00,,194.55,65.8,8.23,277.5,298.84,2.18,30.16,1228.33
